sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,configurable_variations,price,status
1140659762,Products,simple,"Default Category/Tous les produits/BEAUX ARTS/COULEURS ACRYLIQUES/ACRYLIQUE STUDIO,Default Category/Tous les produits/BEAUX ARTS/COULEURS ACRYLIQUES,Default Category/Tous les produits/BEAUX ARTS,Default Category/Tous les produits,Default Category/Tous les produits/LOISIRS CREATIFS/COULEURS ACRYLIQUES/ACRYLIQUE STUDIO,Default Category/Tous les produits/LOISIRS CREATIFS/COULEURS ACRYLIQUES,Default Category/Tous les produits/LOISIRS CREATIFS,Default Category/Tous les produits/BRICOLAGE/COULEURS ACRYLIQUES/ACRYLIQUE STUDIO,Default Category/Tous les produits/BRICOLAGE/COULEURS ACRYLIQUES,Default Category/Tous les produits/BRICOLAGE",base,"CAHIER DE BROUILLON PIQUE CALLIGRAPHE 96P 17x22 CM 56G SEYES ""CALLIGRAPHE"" REF:2196C","Compas à bague, bonne rigidité, branches en métal, coloris assorrtis.","Réglure Clairefontaine Seyès tricolore pour un meilleur confort d'écriture !
Tables de calcul au verso sur la couverture.",1015,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Calligraphe,techno_ref=7272C",9999,0,,0,1
1140659682,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE GRAPHIQUE ""CASIO"" REF: FX-7400GII ""CASIO"" REF:FX-7400GII","CALCULATRICE GRAPHIQUE ""CASIO"" REF: FX-7400GII ""CASIO"" REF:FX-7400GII",Indexage central avec 2 sections pour 2 matières différentes = sac plus léger !,284,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-7400GII",9999,0,,0,1
1140659681,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE GRAPHIQUE ""CASIO"" REF: GRAPH 35+E ""CASIO"" REF:GRAPH 35+E","CALCULATRICE GRAPHIQUE ""CASIO"" REF: GRAPH 35+E ""CASIO"" REF:GRAPH 35+E",Indexage central avec 2 sections pour 2 matières différentes = sac plus léger !,561,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=GRAPH 35+E",9999,0,,0,1
1140659680,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE GRAPHIQUE ""CASIO"" REF: FX-9750GII ""CASIO"" REF:FX-9750GII","CALCULATRICE GRAPHIQUE ""CASIO"" REF: FX-9750GII ""CASIO"" REF:FX-9750GII",Indexage central avec 3 sections pour 3 matières différentes = sac plus léger !,451,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-9750GII",9999,0,,0,1
1140659677,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE GRAPHIQUE ""CASIO"" REF: FX-9860GII ""CASIO"" REF:FX-9860GII","CALCULATRICE GRAPHIQUE ""CASIO"" REF: FX-9860GII ""CASIO"" REF:FX-9860GII",Indexage central avec 3 sections pour 3 matières différentes = sac plus léger !,405,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-9860GII",9999,0,,0,1
1140659678,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE SCIENTIFIQUE 552 FONCTIONS CLASSWIZ ""CASIO"" REF: FX-991EX ""CASIO"" REF:FX-991EX","CALCULATRICE SCIENTIFIQUE 552 FONCTIONS CLASSWIZ ""CASIO"" REF: FX-991EX ""CASIO"" REF:FX-991EX",Indexage central avec 3 sections pour 3 matières différentes = sac plus léger !,66,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-991EX",9999,0,,0,1
1140659679,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE SCIENTIFIQUE NON PROGRAMMABLE SPECIALE COLLÈGE ""CASIO"" REF: FX-92SPECOL ""CASIO"" REF:FX-92SPECOL","CALCULATRICE SCIENTIFIQUE NON PROGRAMMABLE SPECIALE COLLÈGE ""CASIO"" REF: FX-92SPECOL ""CASIO"" REF:FX-92SPECOL",Indexage central avec 4 sections pour 4 matières différentes = sac plus léger !,168,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-92SPECOL",9999,0,,0,1
1140659676,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE SCIENTIFIQUE 275 FONCTIONS CLASSWIZ ""CASIO"" REF: FX-82ARX ""CASIO"" REF:FX-82ARX","CALCULATRICE SCIENTIFIQUE 275 FONCTIONS CLASSWIZ ""CASIO"" REF: FX-82ARX ""CASIO"" REF:FX-82ARX",Indexage central avec 4 sections pour 4 matières différentes = sac plus léger !,72,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-82ARX",9999,0,,0,1
1140659666,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE SCIENTIFIQUE 417 FONCTIONS ""CASIO"" REF: FX-991ESPLUS ""CASIO"" REF:FX-991ESPLUS","CALCULATRICE SCIENTIFIQUE 417 FONCTIONS ""CASIO"" REF: FX-991ESPLUS ""CASIO"" REF:FX-991ESPLUS","Couverture souple et résistante en polypropylène, plus besoin de protège-cahier !",255.5,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-991ESPLUS",9999,0,,0,1
1140659667,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE SCIENTIFIQUE 252 FONCTIONS ""CASIO"" REF: FX-82ESPLUSBK ""CASIO"" REF:FX-82ESPLUSBK","CALCULATRICE SCIENTIFIQUE 252 FONCTIONS ""CASIO"" REF: FX-82ESPLUSBK ""CASIO"" REF:FX-82ESPLUSBK","Couverture souple et résistante en polypropylène, plus besoin de protège-cahier !",468,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-82ESPLUSBK",9999,0,,0,1
1140671617,Products,configurable,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE SCIENTIFIQUE 401 FONCTIONS ""CASIO"" REF: FX-570MS ""CASIO"" REF:FX-570MS","CALCULATRICE SCIENTIFIQUE 401 FONCTIONS ""CASIO"" REF: FX-570MS ""CASIO"" REF:FX-570MS","Couverture souple et résistante en polypropylène, plus besoin de protège-cahier !",99,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-570MS",9999,0,"sku=1140659600,type=5X5|sku=1140659601,type=SEYES",0,1
1140659600,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE SCIENTIFIQUE 240 FONCTIONS ""CASIO"" REF: FX-82MS ""CASIO"" REF:FX-82MS","CALCULATRICE SCIENTIFIQUE 240 FONCTIONS ""CASIO"" REF: FX-82MS ""CASIO"" REF:FX-82MS","Couverture souple et résistante en polypropylène, plus besoin de protège-cahier !",82,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FX-82MS",9999,0,,0,1
1140659601,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE",base,"CALCULATRICE DE POCHE BLEU ""CASIO"" REF: HL-815L-BU-S-DP ""CASIO"" REF:HL-815L-BU-S-DP","CALCULATRICE DE POCHE BLEU ""CASIO"" REF: HL-815L-BU-S-DP ""CASIO"" REF:HL-815L-BU-S-DP","Couverture souple et résistante en polypropylène, plus besoin de protège-cahier !",141,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=HL-815L-BU-S-DP,color=Bleu",9999,0,,0,1
1140659592,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE",base,"CALCULATRICE DE POCHE ROSE ""CASIO"" REF: HL-815L-PK-S-DP ""CASIO"" REF:HL-815L-PK-S-DP","CALCULATRICE DE POCHE ROSE ""CASIO"" REF: HL-815L-PK-S-DP ""CASIO"" REF:HL-815L-PK-S-DP","Couverture carte rigide, ultra-résistante, pour un cahier qui dure longtemps.",50,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=HL-815L-PK-S-DP,color=Rose",9999,0,,0,1
1140659594,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE",base,"CALCULATRICE DE POCHE BLANC ""CASIO"" REF: HL-815L-WE-W-DP ""CASIO"" REF:HL-815L-WE-W-DP","CALCULATRICE DE POCHE BLANC ""CASIO"" REF: HL-815L-WE-W-DP ""CASIO"" REF:HL-815L-WE-W-DP","Couverture carte rigide, ultra-résistante, pour un cahier qui dure longtemps.",50,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=HL-815L-WE-W-DP,color=Blanc",9999,0,,0,1
1140659599,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE",base,"CALCULATRICE DE POCHE NOIR ""CASIO"" REF: HL-4A-W ""CASIO"" REF:HL-4A-W","CALCULATRICE DE POCHE NOIR ""CASIO"" REF: HL-4A-W ""CASIO"" REF:HL-4A-W","Couverture carte rigide, ultra-résistante, pour un cahier qui dure longtemps.",50,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=HL-4A-W",9999,0,,0,1
1140659591,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES DE POCHE,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE",base,"CALCULATRICE DE POCHE ""CASIO"" REF: LC-403TV ""CASIO"" REF:LC-403TV","CALCULATRICE DE POCHE ""CASIO"" REF: LC-403TV ""CASIO"" REF:LC-403TV","Couverture carte rigide, ultra-résistante, pour un cahier qui dure longtemps.",250,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=LC-403TV",9999,0,,0,1
1140659781,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE BUREAU,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits",base,"CALCULATRICE DE BUREAU VERIFICATRICE ""CASIO"" REF: DJ-220DPLUS-WA ""CASIO"" REF:DJ-220DPLUS-WA","CALCULATRICE DE BUREAU VERIFICATRICE ""CASIO"" REF: DJ-220DPLUS-WA ""CASIO"" REF:DJ-220DPLUS-WA",Dos toilé pour une meilleure tenue et une parfaite ouverture à plat.,158,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=DJ-220DPLUS-WA",9999,0,,0,1
1140660004,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE BUREAU,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits",base,"CALCULATRICE DE BUREAU AVEC CLAVIER AMOVIBLE ET LAVABLE ""CASIO"" REF: WD-320MT-S ""CASIO"" REF:WD-320MT-S","CALCULATRICE DE BUREAU AVEC CLAVIER AMOVIBLE ET LAVABLE ""CASIO"" REF: WD-320MT-S ""CASIO"" REF:WD-320MT-S",Dos toilé pour une meilleure tenue et une parfaite ouverture à plat.,158,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=WD-320MT-S",9999,0,,0,1
1140659760,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE BUREAU,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits",base,"CALCULATRICE DE BUREAU 159x207.5mm 12 CHIFFRES ""CASIO"" REF: GX-12B-BK-W-DC ""CASIO"" REF:GX-12B-BK-W-DC","CALCULATRICE DE BUREAU 159x207.5mm 12 CHIFFRES ""CASIO"" REF: GX-12B-BK-W-DC ""CASIO"" REF:GX-12B-BK-W-DC",Dos toilé pour une meilleure tenue et une parfaite ouverture à plat.,250,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=GX-12B-BK-W-DC,dimension=159x207.5mm,capacity=12 CHIFFRES",9999,0,,0,1
1140659779,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE BUREAU,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits",base,"CALCULATRICE DE BUREAU 129x175.5mm 12 CHIFFRES ""CASIO"" REF: DX-12B-BK-W-DC ""CASIO"" REF:DX-12B-BK-W-DC","CALCULATRICE DE BUREAU 129x175.5mm 12 CHIFFRES ""CASIO"" REF: DX-12B-BK-W-DC ""CASIO"" REF:DX-12B-BK-W-DC",Dos toilé pour une meilleure tenue et une parfaite ouverture à plat.,270,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=DX-12B-BK-W-DC,dimension=129x175.5mm,capacity=12 CHIFFRES",9999,0,,0,1
1140659729,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES DE BUREAU,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits",base,"CALCULATRICE POUR ENTREPÔTS ""CASIO"" REF: MP-12R-W ""CASIO"" REF:MP-12R-W","CALCULATRICE POUR ENTREPÔTS ""CASIO"" REF: MP-12R-W ""CASIO"" REF:MP-12R-W","Découvrez le Cahier de Dessin CALLIGRAPHE idéal pour les artistes en herbe et les passionnés de dessin.
Ce cahier au papier lisse de haute qualité est parfait pour donner vie à vos croquis et illustrations",266,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=MP-12R-W",9999,0,,0,1
1140659727,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES/CALCULATRICES IMPRIMANTES & RUBANS,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits",base,"CALCULATRICE A RUBAN ""CASIO"" REF: FR-2650RC-D-DC ""CASIO"" REF:FR-2650RC-D-DC","CALCULATRICE A RUBAN ""CASIO"" REF: FR-2650RC-D-DC ""CASIO"" REF:FR-2650RC-D-DC","Découvrez le Cahier de Dessin CALLIGRAPHE idéal pour les artistes en herbe et les passionnés de dessin.
Ce cahier au papier lisse de haute qualité est parfait pour donner vie à vos croquis et illustrations",220,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FR-2650RC-D-DC",9999,0,,0,1
1140659693,Products,simple,"Default Category/Tous les produits/BUREAUTIQUE/EQUIPEMENT ELECTRONIQUE/ETIQUETEUSE ELECTRONIQUES,Default Category/Tous les produits/BUREAUTIQUE/EQUIPEMENT ELECTRONIQUE,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits,Default Category/Tous les produits/BRICOLAGE/EQUIPEMENT ELECTRONIQUE/ETIQUETEUSE ELECTRONIQUES,Default Category/Tous les produits/BRICOLAGE/EQUIPEMENT ELECTRONIQUE,Default Category/Tous les produits/BRICOLAGE",base,"ETIQUETEUSE ELECTRONIQUE ""CASIO"" REF: KL-HD1 ""CASIO"" REF:KL-HD1","ETIQUETEUSE ELECTRONIQUE ""CASIO"" REF: KL-HD1 ""CASIO"" REF:KL-HD1",Pages blanches pour le dessin et le coloriage.,400,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=KL-HD1",9999,0,,0,1
1140659692,Products,simple,"Default Category/Tous les produits/SCOLAIRE/CALCULATRICES/CALCULATRICES SCIENTIFIQUES,Default Category/Tous les produits/SCOLAIRE/CALCULATRICES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/CALCULATRICES,Default Category/Tous les produits/BUREAUTIQUE",base,"CALCULATRICE FINANCIERE ""CASIO"" REF: FC-100V ""CASIO"" REF:FC-100V","CALCULATRICE FINANCIERE ""CASIO"" REF: FC-100V ""CASIO"" REF:FC-100V",Pages blanches pour le dessin et le coloriage.,266,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Casio,techno_ref=FC-100V",9999,0,,0,1
1140659691,Products,simple,"Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION,Default Category/Tous les produits/SCOLAIRE",base,"STYLO ROLLER A ENCRE GEL EFFAÇABLE FRIXION BALL 0.7mm ""PILOT"" ""PILOT"" REF:","STYLO ROLLER A ENCRE GEL EFFAÇABLE FRIXION BALL 0.7mm ""PILOT"" ""PILOT"" REF:",Pages blanches pour le dessin et le coloriage.,270,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",9999,0,,0,1
1140659675,Products,simple,"Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION,Default Category/Tous les produits/SCOLAIRE",base,"STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm BLEU ""PILOT"" REF: BL-FR7-L ""PILOT"" REF:BL-FR7-L","STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm BLEU ""PILOT"" REF: BL-FR7-L ""PILOT"" REF:BL-FR7-L","Pages blanches pour le dessin et le coloriage.Papier Vélin Surfin 90 g.
Couverture souple et résistante en polypropylène, plus besoin de protège-cahier !",15,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-FR7-L,color=Bleu",9999,0,,0,1
1140659827,Products,simple,"Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION,Default Category/Tous les produits/SCOLAIRE",base,"STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm NOIR ""PILOT"" REF: BL-FR7-B-E ""PILOT"" REF:BL-FR7-B-E","STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm NOIR ""PILOT"" REF: BL-FR7-B-E ""PILOT"" REF:BL-FR7-B-E",8 portées musicales avec lignes par page. Couverture carte offset. Papier Vélin Surfin 70 g.,551,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-FR7-B-E,color=Noir",9999,0,,0,1
1140659826,Products,simple,"Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION,Default Category/Tous les produits/SCOLAIRE",base,"STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm ROUGE ""PILOT"" REF: BL-FR7-R ""PILOT"" REF:BL-FR7-R","STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm ROUGE ""PILOT"" REF: BL-FR7-R ""PILOT"" REF:BL-FR7-R",8 portées musicales avec lignes par page. Couverture carte offset. Papier Vélin Surfin 70 g.,552,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-FR7-R,color=Rouge",9999,0,,0,1
1140659772,Products,simple,"Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE/ECRITURE & CORRECTION,Default Category/Tous les produits/ECRITURE CORRECTION & COLORIAGE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/BUREAUTIQUE/ECRITURE & CORRECTION,Default Category/Tous les produits/BUREAUTIQUE,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION/STYLOS ENCRE GEL,Default Category/Tous les produits/SCOLAIRE/ECRITURE & CORRECTION,Default Category/Tous les produits/SCOLAIRE",base,"STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm VERT ""PILOT"" REF: BL-FR7-G ""PILOT"" REF:BL-FR7-G","STYLO ROLLER A ENCRE GEL EFFACABLE FRIXION BALL 0.7mm VERT ""PILOT"" REF: BL-FR7-G ""PILOT"" REF:BL-FR7-G",Lignage tricolore spécial pour l'apprentissage de l'écriture. Tableau de calligraphie au verso sur la couverture. Papier Vélin Surfin 70 g.,230,2,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-FR7-G,color=Vert",9999,0,,0,1
